Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
99,Jaime Jaquez Jr.,24,MIA,SF,70,1,28.2,6.0,12.1,.497,0.7,2.4,.303,5.3,9.7,.544,.527,2.3,3.0,.763,1.3,3.8,5.1,4.7,0.7,0.3,2.0,1.9,15.0,,jaqueja01
100,Kyshawn George,22,WAS,SF,48,48,29.0,5.3,12.0,.438,2.1,5.4,.381,3.2,6.6,.486,.524,2.2,2.7,.802,0.9,4.2,5.1,4.5,1.0,0.9,2.6,3.5,14.8,,georgky01
101,Jaden McDaniels,25,MIN,PF,71,71,31.9,5.6,10.9,.518,1.4,3.4,.421,4.2,7.5,.562,.584,2.1,2.5,.839,1.0,3.2,4.2,2.7,1.1,1.0,1.8,3.4,14.8,,mcdanja02
102,Ayo Dosunmu,26,2TM,SG,66,17,27.1,5.5,10.8,.515,1.8,4.1,.446,3.7,6.7,.557,.600,1.8,2.1,.868,0.7,2.8,3.5,3.7,0.8,0.3,1.3,1.9,14.7,,dosunay01
102,Ayo Dosunmu,26,CHI,SG,45,10,26.4,5.6,10.8,.514,1.9,4.3,.451,3.6,6.5,.556,.604,2.0,2.3,.857,0.7,2.3,3.0,3.6,0.8,0.3,1.4,1.7,15.0,,dosunay01
102,Ayo Dosunmu,26,MIN,SG,21,7,28.6,5.5,10.7,.516,1.6,3.7,.436,3.9,7.0,.558,.591,1.3,1.5,.903,0.6,3.8,4.4,3.7,1.0,0.3,1.3,2.2,14.0,,dosunay01
103,Mikal Bridges,29,NYK,SF,78,78,33.3,5.8,12.0,.487,1.9,5.3,.371,3.9,6.7,.578,.568,1.0,1.2,.832,1.0,2.9,3.9,3.8,1.3,0.8,1.1,2.0,14.7,,bridgmi01
104,Kelly Oubre Jr.,30,PHI,SF,45,36,32.0,5.2,11.1,.467,1.8,4.9,.369,3.4,6.2,.545,.549,2.4,3.1,.759,1.0,3.9,5.0,1.7,1.2,0.5,1.4,2.5,14.6,,oubreke01
105,Brice Sensabaugh,22,UTA,SF,72,20,23.3,5.2,11.3,.460,2.1,5.8,.363,3.1,5.5,.562,.553,2.1,2.6,.822,0.8,2.3,3.1,1.8,0.7,0.2,1.6,1.9,14.6,,sensabr01
106,Peyton Watson,23,DEN,SF,54,40,29.6,5.3,10.8,.491,1.5,3.6,.411,3.8,7.1,.531,.560,2.6,3.5,.730,0.9,4.0,4.9,2.1,0.9,1.1,1.7,2.5,14.6,,watsope01
107,Walker Kessler,24,UTA,C,5,5,30.8,5.2,7.4,.703,1.2,1.6,.750,4.0,5.8,.690,.784,2.8,4.0,.700,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4,,kesslwa01
108,Anfernee Simons,26,2TM,SG,55,5,24.9,5.2,11.8,.440,2.7,6.9,.385,2.5,4.9,.517,.552,1.3,1.4,.896,0.6,1.9,2.5,2.4,0.5,0.1,1.2,1.7,14.3,,simonan01
108,Anfernee Simons,26,BOS,SG,49,0,24.5,5.1,11.6,.440,2.7,6.7,.395,2.4,4.9,.502,.555,1.3,1.5,.889,0.5,1.9,2.4,2.4,0.6,0.1,1.1,1.7,14.2,,simonan01
108,Anfernee Simons,26,CHI,SG,6,5,28.3,5.8,13.3,.438,2.7,8.3,.320,3.2,5.0,.633,.538,0.8,0.8,1.000,0.8,2.0,2.8,3.0,0.0,0.3,2.2,2.0,15.2,,simonan01
109,Ivica Zubac,28,2TM,C,48,47,30.1,6.0,10.0,.598,0.0,0.0,,6.0,10.0,.598,.598,2.1,3.0,.711,3.4,7.2,10.6,2.2,0.4,0.8,1.8,2.3,14.1,,zubaciv01
109,Ivica Zubac,28,LAC,C,43,42,30.9,6.1,10.0,.613,0.0,0.0,,6.1,10.0,.613,.613,2.2,3.1,.705,3.4,7.6,11.0,2.2,0.4,0.8,1.9,2.4,14.4,,zubaciv01
109,Ivica Zubac,28,IND,C,5,5,23.6,5.0,10.6,.472,0.0,0.0,,5.0,10.6,.472,.472,1.6,2.0,.800,2.8,4.4,7.2,1.8,0.4,0.8,0.8,1.6,11.6,,zubaciv01
110,P.J. Washington,27,DAL,PF,55,52,31.0,5.3,11.8,.448,1.3,4.1,.320,3.9,7.6,.517,.504,2.3,3.3,.687,1.5,5.5,7.1,1.8,1.0,1.1,1.7,2.1,14.1,,washipj01
111,Santi Aldama,25,MEM,PF,43,11,27.9,5.3,11.1,.479,1.6,4.7,.350,3.7,6.4,.572,.553,1.8,2.7,.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14.0,,aldamsa01
112,Scoot Henderson,21,POR,PG,26,6,23.7,4.7,11.2,.417,1.8,5.2,.348,2.8,6.0,.477,.498,2.9,3.5,.835,0.6,2.1,2.7,3.8,0.7,0.3,2.5,2.9,14.0,,hendesc01
113,Keegan Murray,25,SAC,PF,23,22,34.5,5.5,13.0,.420,1.3,4.9,.277,4.1,8.2,.505,.472,1.7,2.1,.776,1.4,4.3,5.7,1.7,1.0,1.6,1.2,1.8,14.0,,murrake02
114,Devin Vassell,25,SAS,SG,62,60,30.4,4.9,11.3,.438,2.5,6.5,.389,2.4,4.8,.503,.549,1.6,2.0,.811,0.6,3.4,4.0,2.5,0.8,0.4,0.9,1.6,14.0,,vassede01
115,Ajay Mitchell,23,OKC,SG,54,15,26.1,5.1,10.5,.489,1.1,3.1,.351,4.0,7.4,.548,.542,2.6,2.9,.873,0.7,2.7,3.4,3.6,1.3,0.3,1.5,2.1,13.9,,mitchaj01
116,Aaron Nesmith,26,IND,SF,45,42,29.7,4.7,11.4,.414,2.3,6.2,.379,2.4,5.2,.455,.517,2.0,2.5,.829,1.1,3.1,4.2,1.9,0.6,0.5,1.4,2.8,13.8,,nesmiaa01
117,Max Strus,29,CLE,SF,8,2,24.4,4.8,8.9,.535,3.6,7.3,.500,1.1,1.6,.692,.739,0.6,0.8,.833,1.0,4.9,5.9,1.9,0.4,0.0,0.9,3.1,13.8,,strusma01
118,Jalen Suggs,24,ORL,PG,52,51,27.4,5.0,11.3,.440,2.0,6.1,.326,3.0,5.2,.572,.527,1.9,2.2,.852,0.6,3.3,3.9,5.4,1.9,0.7,2.7,2.6,13.8,,suggsja01
119,De'Andre Hunter,28,2TM,SF,45,25,26.1,4.6,11.1,.415,1.7,5.5,.305,3.0,5.7,.522,.490,2.8,3.2,.867,0.7,3.4,4.1,2.0,0.7,0.1,1.7,2.5,13.7,,huntede01
119,De'Andre Hunter,28,CLE,SF,43,23,26.2,4.7,11.2,.423,1.7,5.5,.308,3.0,5.7,.535,.499,2.8,3.2,.869,0.7,3.6,4.2,2.1,0.7,0.1,1.7,2.5,14.0,,huntede01
119,De'Andre Hunter,28,SAC,SF,2,2,25.5,2.0,9.5,.211,1.0,4.5,.222,1.0,5.0,.200,.263,2.5,3.0,.833,0.5,1.0,1.5,0.5,0.0,0.0,2.0,2.5,7.5,,huntede01
120,Quentin Grimes,25,PHI,SG,70,19,29.9,4.6,10.1,.455,1.7,5.2,.333,2.9,5.0,.582,.540,2.7,3.2,.837,0.6,3.1,3.7,3.4,0.9,0.4,1.8,2.0,13.7,,grimequ01
121,Tim Hardaway Jr.,33,DEN,SG,76,5,26.7,4.4,9.8,.450,2.8,6.9,.410,1.6,2.9,.545,.595,2.0,2.5,.812,0.2,2.4,2.6,1.3,0.5,0.1,0.6,1.2,13.7,,hardati02
122,Bobby Portis,30,MIL,PF,67,9,24.2,5.5,11.2,.488,2.0,4.4,.456,3.4,6.8,.509,.578,0.7,1.0,.706,1.3,5.1,6.4,1.6,0.6,0.2,1.0,1.6,13.7,,portibo01
123,Ace Bailey,19,UTA,SF,69,58,27.5,5.4,12.1,.444,1.9,5.4,.348,3.5,6.7,.522,.522,1.0,1.2,.767,1.4,2.7,4.1,1.8,0.8,0.7,1.4,2.7,13.6,,baileac01
124,John Collins,28,LAC,PF,64,54,27.5,5.3,9.4,.560,1.3,3.2,.411,4.0,6.3,.635,.629,1.7,2.2,.782,1.5,3.7,5.3,1.0,0.9,0.8,1.3,2.7,13.6,,collijo01
125,Zach Edey,23,MEM,C,11,11,25.8,5.6,8.9,.633,0.1,0.5,.200,5.5,8.5,.656,.638,2.3,2.9,.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,,edeyza01
126,Naz Reid,26,MIN,C,74,2,26.1,5.1,11.3,.456,2.1,5.9,.364,3.0,5.4,.555,.550,1.2,1.6,.733,1.1,5.1,6.3,2.2,1.0,1.0,1.6,2.5,13.6,,reidna01
127,Reed Sheppard,21,HOU,SG,77,18,26.5,5.0,11.6,.430,2.8,7.1,.396,2.2,4.5,.484,.551,0.9,1.1,.807,0.4,2.6,2.9,3.5,1.5,0.7,1.6,2.1,13.6,,sheppre01
128,Cam Thomas,24,2TM,SG,42,8,21.0,4.5,11.0,.410,1.2,4.0,.310,3.3,7.0,.468,.466,3.3,4.0,.811,0.3,1.4,1.7,2.6,0.2,0.1,1.8,1.0,13.5,,thomaca02
128,Cam Thomas,24,BRK,SG,24,8,24.3,5.1,12.8,.399,1.6,4.9,.325,3.5,8.0,.445,.461,3.8,4.5,.843,0.4,1.4,1.8,3.1,0.2,0.1,2.0,1.3,15.6,,thomaca02
128,Cam Thomas,24,MIL,SG,18,0,16.6,3.7,8.5,.431,0.8,2.8,.275,2.9,5.7,.510,.477,2.6,3.4,.754,0.1,1.4,1.6,1.9,0.3,0.1,1.4,0.7,10.7,,thomaca02
129,Brandin Podziemski,22,GSW,SG,77,38,28.4,4.7,10.4,.451,1.8,5.0,.369,2.9,5.5,.526,.539,2.2,2.8,.781,0.9,4.4,5.3,3.8,1.1,0.2,1.6,1.7,13.5,,podzibr01
130,Cedric Coward,22,MEM,SG,60,45,26.0,4.8,10.4,.464,1.5,4.4,.332,3.4,6.0,.561,.534,2.3,2.7,.845,1.4,4.5,5.9,2.8,0.6,0.4,1.8,2.1,13.4,,cowarce01
131,Tre Jones,26,CHI,PG,60,36,27.0,5.0,9.1,.552,0.6,1.9,.322,4.4,7.2,.614,.586,2.8,3.4,.822,0.6,2.5,3.1,5.4,1.2,0.2,1.4,1.4,13.4,,jonestr01
132,Jeremiah Fears,19,NOP,PG,78,45,25.0,5.0,11.6,.432,1.2,3.6,.343,3.8,8.1,.471,.484,2.1,2.6,.785,0.7,2.9,3.6,3.3,1.1,0.4,2.2,1.8,13.3,,fearsje01
133,Toumani Camara,25,POR,PF,78,78,33.2,4.7,10.7,.439,2.6,7.1,.366,2.1,3.6,.584,.560,1.2,1.7,.704,1.6,3.6,5.2,2.4,1.1,0.4,1.8,2.9,13.2,,camarto01
134,Kyle Kuzma,30,MIL,PF,67,42,26.3,5.0,10.2,.490,1.2,3.6,.345,3.8,6.6,.568,.550,2.0,2.8,.724,0.8,3.8,4.6,2.6,0.7,0.4,1.6,2.0,13.2,,kuzmaky01
135,Tobias Harris,33,DET,PF,59,59,27.9,4.9,10.5,.462,1.3,3.6,.349,3.6,6.9,.521,.522,2.2,2.5,.870,0.8,4.3,5.2,2.6,0.8,0.4,1.0,1.7,13.1,,harrito02
136,Jaylon Tyson,23,CLE,SG,64,40,27.0,5.0,10.0,.496,2.0,4.5,.455,2.9,5.5,.530,.598,1.2,1.6,.743,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.5,13.1,,tysonja01
137,Collin Gillespie,26,PHO,PG,76,57,28.8,4.5,10.7,.422,3.0,7.3,.408,1.5,3.3,.453,.562,1.0,1.1,.871,1.1,3.0,4.1,4.8,1.3,0.2,1.6,1.7,13.0,,gilleco01
138,Keldon Johnson,26,SAS,SF,77,0,23.3,5.0,9.5,.528,1.2,3.2,.382,3.8,6.3,.603,.593,1.7,2.2,.793,1.6,3.7,5.3,1.4,0.5,0.1,0.9,2.0,13.0,,johnske04
139,Brandon Williams,26,DAL,PG,65,15,22.1,4.4,9.4,.470,0.6,2.4,.234,3.9,7.0,.550,.500,3.6,4.6,.795,0.5,2.4,2.9,3.9,0.9,0.3,1.9,1.6,13.0,,willibr03
140,Kennedy Chandler,23,UTA,PG,8,1,31.4,4.6,11.9,.389,1.0,3.4,.296,3.6,8.5,.426,.432,2.6,3.9,.677,0.5,2.6,3.1,6.4,0.9,0.3,1.9,2.5,12.9,,chandke01
141,Jordan Poole,26,NOP,PG,37,6,23.6,4.1,11.1,.365,2.4,7.2,.326,1.7,3.9,.438,.471,2.5,2.8,.876,0.2,1.7,1.9,3.0,0.5,0.4,1.7,2.3,12.9,,poolejo01
142,Sam Merrill,29,CLE,SG,50,37,26.4,4.3,9.3,.460,3.0,7.2,.421,1.2,2.1,.596,.624,1.1,1.3,.862,0.6,2.1,2.6,2.4,0.6,0.1,0.8,2.4,12.7,,merrisa01
143,Malik Monk,27,SAC,SG,59,3,22.5,4.5,10.5,.434,2.0,5.2,.392,2.5,5.3,.474,.531,1.6,1.8,.879,0.3,1.7,1.9,3.1,0.6,0.4,1.4,1.7,12.7,,monkma01
144,GG Jackson II,21,MEM,PF,54,27,21.5,4.7,9.4,.499,1.2,3.5,.332,3.5,5.8,.600,.561,2.0,2.7,.735,0.9,3.4,4.3,1.4,0.6,0.8,1.6,1.4,12.5,,jacksgg01
145,De'Anthony Melton,27,GSW,PG,44,20,23.0,4.5,11.2,.404,1.4,5.1,.283,3.1,6.1,.506,.468,2.1,2.5,.827,0.8,2.4,3.3,2.5,1.7,0.4,1.9,2.0,12.5,,meltode01
146,Jaylen Wells,22,MEM,SG,69,69,26.4,4.4,10.1,.431,1.9,5.3,.353,2.5,4.8,.517,.524,1.9,2.5,.784,0.9,2.3,3.2,1.6,0.9,0.1,1.1,2.1,12.5,,wellsja01
147,Deandre Ayton,27,LAL,C,67,67,27.3,5.6,8.3,.674,0.0,0.0,,5.6,8.3,.674,.674,1.2,1.9,.630,2.6,5.6,8.2,0.8,0.6,0.9,1.2,2.2,12.4,,aytonde01
148,Noah Clowney,21,BRK,PF,66,60,27.0,3.8,9.6,.396,2.0,5.9,.329,1.8,3.6,.506,.498,2.7,3.4,.804,0.8,3.3,4.1,1.6,0.8,0.7,1.5,2.5,12.3,,clownno01
149,Donte DiVincenzo,29,MIN,SG,77,77,30.9,4.2,10.3,.408,3.0,7.9,.381,1.2,2.4,.495,.554,1.0,1.3,.758,0.8,3.4,4.2,3.9,1.3,0.4,1.5,2.4,12.3,,divindo01
150,Max Christie,22,DAL,SG,72,63,29.4,4.2,9.5,.443,2.3,5.8,.405,1.9,3.7,.504,.567,1.5,1.7,.892,0.2,3.1,3.3,2.0,0.6,0.3,1.3,1.3,12.2,,chrisma02
151,Tre Johnson,19,WAS,SG,59,41,24.0,4.5,10.7,.420,1.9,5.4,.361,2.6,5.4,.478,.509,1.3,1.5,.874,0.5,2.3,2.8,2.0,0.6,0.3,1.5,2.0,12.2,,johnstr03
152,Josh Hart,30,NYK,SF,63,49,30.1,4.6,9.1,.507,1.5,3.7,.409,3.1,5.4,.574,.590,1.4,1.9,.723,1.4,6.1,7.6,4.9,1.1,0.3,1.9,2.5,12.1,,hartjo01
153,Miles McBride,25,NYK,SG,38,14,26.8,4.2,9.9,.423,2.8,6.7,.412,1.4,3.2,.447,.562,0.9,1.1,.814,0.6,1.9,2.5,2.7,0.8,0.2,0.8,1.8,12.1,,mcbrimi01
154,Moses Moody,23,GSW,SG,60,49,25.7,4.1,9.3,.440,2.5,6.3,.401,1.6,3.0,.522,.575,1.5,1.9,.770,0.9,2.5,3.3,1.6,1.0,0.6,1.0,2.0,12.1,,moodymo01
155,Maxime Raynaud,22,SAC,C,70,52,26.1,5.1,8.9,.570,0.3,0.9,.297,4.8,8.0,.601,.585,1.7,2.2,.786,1.9,5.5,7.4,1.3,0.5,0.5,1.2,2.4,12.1,,raynama01
156,Duncan Robinson,31,DET,SF,73,73,27.6,4.1,9.1,.447,2.9,7.0,.407,1.2,2.0,.584,.605,1.1,1.4,.760,0.4,2.3,2.7,2.1,0.6,0.3,0.7,2.2,12.1,,robindu01
157,Wendell Carter Jr.,26,ORL,C,73,73,29.6,4.3,8.3,.512,1.0,3.0,.324,3.3,5.3,.618,.571,2.5,3.1,.807,2.1,5.4,7.5,2.0,0.8,0.6,1.3,3.4,12.0,,cartewe01
158,Donovan Clingan,21,POR,C,73,73,27.2,4.6,8.8,.520,1.0,3.1,.327,3.6,5.7,.625,.578,1.8,2.7,.673,4.5,7.1,11.6,2.1,0.6,1.7,1.3,2.4,12.0,,clingdo01
159,Jonathan Kuminga,23,2TM,PF,33,14,22.8,4.2,9.1,.465,1.0,2.7,.375,3.2,6.5,.502,.520,2.5,3.4,.723,1.4,4.2,5.6,2.3,0.6,0.3,2.0,1.5,11.9,,kuminjo01
159,Jonathan Kuminga,23,GSW,PF,20,13,23.8,4.4,9.7,.454,0.9,2.7,.321,3.6,7.1,.504,.497,2.5,3.3,.742,1.5,4.4,5.9,2.5,0.4,0.3,2.3,1.7,12.1,,kuminjo01
159,Jonathan Kuminga,23,ATL,PF,13,1,21.4,4.0,8.2,.486,1.2,2.7,.457,2.8,5.5,.500,.561,2.5,3.5,.696,1.3,4.0,5.3,2.1,0.8,0.4,1.5,1.4,11.7,,kuminjo01
160,Cameron Johnson,29,DEN,SF,51,51,30.2,4.1,8.7,.470,2.0,4.7,.427,2.1,4.0,.520,.586,1.7,2.1,.840,0.8,3.0,3.7,2.4,0.7,0.4,0.8,2.3,11.9,,johnsca02
161,Christian Braun,24,DEN,SG,41,41,31.6,4.5,8.7,.517,0.9,3.1,.299,3.6,5.6,.638,.570,1.9,2.4,.786,1.4,3.3,4.8,2.8,0.6,0.3,1.0,2.4,11.8,,braunch01
162,Dyson Daniels,22,ATL,SG,73,73,33.1,5.3,10.2,.519,0.3,1.5,.182,5.0,8.7,.578,.533,1.0,1.6,.623,2.4,4.4,6.7,5.9,2.0,0.4,1.8,2.1,11.8,,daniedy01
163,Klay Thompson,35,DAL,SF,66,8,21.8,4.2,10.5,.395,2.9,7.6,.386,1.2,2.9,.419,.535,0.5,0.7,.756,0.3,1.9,2.1,1.4,0.5,0.3,0.9,1.0,11.8,,thompkl01
164,Myles Turner,29,MIL,C,69,69,27.0,3.9,9.0,.437,2.1,5.4,.387,1.8,3.6,.514,.554,1.8,2.4,.740,1.0,4.2,5.2,1.4,0.7,1.6,1.2,2.6,11.8,,turnemy01
165,Nic Claxton,26,BRK,C,69,68,27.8,4.8,8.4,.571,0.0,0.3,.158,4.8,8.2,.585,.574,2.0,3.3,.616,2.4,4.5,6.9,3.7,0.7,1.1,1.4,2.3,11.7,,claxtni01
166,Isaiah Collier,21,UTA,PG,59,19,25.7,4.3,8.7,.495,0.5,1.7,.270,3.9,7.0,.549,.521,2.6,3.5,.722,0.4,2.2,2.5,7.2,1.1,0.3,2.5,2.3,11.7,,colliis01
167,Dylan Harper,19,SAS,SG,64,2,22.4,4.8,9.5,.503,0.9,2.6,.327,3.9,6.8,.571,.549,1.3,1.8,.750,0.8,2.6,3.4,3.9,0.8,0.3,1.4,2.0,11.7,,harpedy01
168,Mark Williams,24,PHO,C,57,52,23.5,4.7,7.4,.637,0.0,0.0,1.000,4.7,7.3,.636,.638,2.2,2.9,.767,3.1,4.9,8.0,1.0,0.9,0.9,1.1,2.2,11.6,,willima07
169,Jarace Walker,22,IND,PF,73,38,25.6,4.0,9.5,.421,1.7,4.6,.376,2.3,4.9,.465,.513,1.8,2.4,.753,0.6,4.5,5.1,2.4,0.8,0.3,1.8,1.7,11.5,,walkeja02
170,Scotty Pippen Jr.,25,MEM,PG,10,6,21.2,4.3,9.6,.448,1.0,3.2,.313,3.3,6.4,.516,.500,1.8,2.3,.783,0.8,1.4,2.2,4.7,1.9,0.4,2.7,3.1,11.4,,pippesc02
171,Derik Queen,21,NOP,C,77,45,24.5,4.2,9.0,.472,0.3,1.1,.265,4.0,7.9,.500,.488,2.6,3.2,.792,1.6,5.2,6.8,3.7,1.0,0.9,2.3,2.6,11.4,,queende01
172,Julian Reese,22,WAS,PF,7,6,31.0,4.6,7.9,.582,0.0,0.0,,4.6,7.9,.582,.582,2.3,3.4,.667,3.9,7.1,11.0,1.9,1.0,0.4,2.7,4.3,11.4,,reeseju01
173,Bilal Coulibaly,21,WAS,SG,53,53,26.4,3.9,9.5,.416,1.2,3.7,.311,2.8,5.8,.484,.477,2.3,3.1,.753,0.8,3.6,4.4,2.6,1.4,0.9,1.5,2.4,11.3,,coulibi01
174,Kyle Filipowski,22,UTA,C,75,39,23.3,4.1,8.3,.498,1.0,2.9,.333,3.2,5.4,.587,.556,2.1,2.8,.751,1.8,5.3,7.1,2.5,1.0,0.5,1.6,3.0,11.3,,filipky01
175,Pelle Larsson,24,MIA,SG,66,51,26.4,3.9,7.8,.498,0.9,2.7,.326,3.0,5.1,.589,.554,2.6,3.3,.795,1.0,2.5,3.5,3.4,0.7,0.2,1.4,2.1,11.3,,larsspe01
176,Julian Champagnie,24,SAS,SF,77,63,27.6,3.7,8.4,.435,2.4,6.4,.380,1.3,2.1,.602,.578,1.4,1.7,.841,0.9,4.9,5.8,1.5,0.8,0.4,0.9,1.6,11.2,,champju02
177,Sandro Mamukelashvili,26,TOR,C,75,13,21.9,4.2,8.0,.523,1.4,3.7,.383,2.8,4.3,.645,.612,1.5,1.9,.747,1.4,3.5,4.9,1.9,0.8,0.5,0.8,1.9,11.2,,mamuksa01
178,Rui Hachimura,27,LAL,PF,63,36,28.1,4.3,8.6,.506,1.7,3.9,.430,2.7,4.7,.567,.602,0.7,1.0,.733,0.6,2.6,3.2,0.8,0.5,0.3,0.6,1.6,11.1,,hachiru01
179,Cam Spencer,25,MEM,SG,71,19,23.8,3.7,7.8,.472,2.0,4.5,.447,1.6,3.2,.507,.603,1.8,1.9,.940,0.6,2.0,2.6,5.5,0.7,0.2,1.3,1.4,11.1,,spencca01
180,Rudy Gobert,33,MIN,C,74,74,31.3,4.4,6.4,.686,0.0,0.1,.000,4.4,6.4,.693,.686,2.1,4.0,.528,4.0,7.5,11.5,1.7,0.8,1.6,1.4,2.6,11.0,,goberru01
181,Alondes Williams,26,WAS,SG,4,0,25.3,4.0,6.5,.615,1.3,3.5,.357,2.8,3.0,.917,.712,1.8,2.0,.875,1.3,5.0,6.3,3.0,0.8,0.8,1.3,1.0,11.0,,willial06
182,Jusuf Nurkić,31,UTA,C,41,36,26.4,4.4,8.7,.503,0.6,1.7,.352,3.8,7.0,.540,.538,1.5,2.8,.549,2.6,7.8,10.4,4.8,1.3,0.5,2.5,3.3,10.9,,nurkiju01
183,Kel'el Ware,21,MIA,C,72,32,22.1,4.4,8.4,.526,1.1,3.0,.380,3.3,5.4,.605,.593,1.0,1.3,.761,2.9,6.1,9.0,0.7,0.8,1.0,0.8,1.6,10.9,,wareke01
184,Dennis Schröder,32,2TM,PG,66,16,24.5,3.7,9.1,.402,1.1,3.4,.329,2.5,5.7,.446,.463,2.4,2.9,.830,0.4,2.3,2.7,4.8,0.8,0.2,1.8,1.6,10.8,,schrode01
184,Dennis Schröder,32,SAC,PG,40,14,26.4,4.3,10.6,.408,1.4,4.2,.343,2.9,6.4,.449,.475,2.7,3.3,.820,0.6,2.5,3.1,5.3,0.8,0.2,2.0,1.7,12.8,,schrode01
184,Dennis Schröder,32,CLE,PG,26,2,21.6,2.7,6.8,.390,0.6,2.2,.286,2.0,4.7,.438,.435,2.0,2.3,.852,0.3,2.0,2.2,4.2,0.8,0.2,1.5,1.4,7.9,,schrode01
185,Tyler Burton,25,MEM,SF,12,0,25.6,3.5,9.3,.375,1.8,5.5,.333,1.7,3.8,.435,.473,1.9,2.3,.852,0.7,3.5,4.2,1.0,0.9,0.3,0.9,2.6,10.8,,burtoty01
186,Isaiah Joe,26,OKC,SG,68,9,21.4,3.4,7.6,.446,2.5,6.0,.414,0.9,1.6,.563,.609,1.5,1.7,.889,0.5,2.1,2.6,1.3,0.7,0.2,0.6,1.7,10.8,,joeis01
187,Caleb Love,24,POR,SG,47,1,21.5,4.0,10.4,.389,2.0,6.2,.320,2.1,4.2,.490,.484,0.8,1.0,.735,0.5,1.9,2.4,2.6,0.6,0.1,1.3,1.0,10.8,,loveca01
188,Jakob Poeltl,30,TOR,C,41,39,25.5,4.7,6.7,.696,0.0,0.0,,4.7,6.7,.696,.696,1.4,2.2,.633,2.6,4.8,7.4,2.1,0.9,0.7,1.1,3.2,10.8,,poeltja01
189,Jock Landale,30,2TM,C,68,27,22.1,4.1,8.1,.515,1.1,2.8,.383,3.1,5.2,.586,.582,1.2,1.9,.635,2.7,3.0,5.7,1.7,0.5,0.5,0.9,2.2,10.6,,landajo01
189,Jock Landale,30,MEM,C,45,25,23.6,4.4,8.6,.514,1.1,2.9,.380,3.4,5.8,.581,.577,1.3,2.0,.674,3.1,3.4,6.5,1.7,0.6,0.5,1.0,2.3,11.3,,landajo01
189,Jock Landale,30,ATL,C,23,2,19.4,3.6,6.9,.516,1.1,2.8,.391,2.5,4.1,.600,.594,0.9,1.6,.541,1.8,2.3,4.1,1.7,0.4,0.6,0.6,2.1,9.1,,landajo01
190,Blake Hinson,26,UTA,SF,11,1,19.5,3.6,7.0,.519,2.6,5.2,.509,1.0,1.8,.550,.708,0.7,1.1,.667,0.7,1.5,2.2,0.8,0.1,0.2,0.2,1.9,10.6,,hinsobl01
191,Tari Eason,24,HOU,PF,55,33,25.9,4.0,9.7,.416,1.6,4.4,.369,2.4,5.3,.454,.499,0.8,1.1,.750,2.1,4.2,6.3,1.5,1.2,0.5,1.4,2.3,10.5,,easonta01
192,Khris Middleton,34,2TM,SF,58,46,23.3,3.7,8.9,.420,1.1,3.0,.351,2.7,5.9,.456,.480,1.9,2.2,.867,0.8,2.9,3.8,2.9,0.7,0.2,1.8,2.4,10.4,,middlkh01
192,Khris Middleton,34,WAS,SF,34,34,24.3,3.8,8.8,.433,1.0,2.9,.333,2.9,5.9,.483,.488,1.7,2.0,.841,0.9,3.1,3.9,3.3,0.8,0.3,1.7,2.5,10.3,,middlkh01
192,Khris Middleton,34,DAL,SF,24,12,21.9,3.6,8.9,.402,1.2,3.1,.373,2.4,5.8,.417,.467,2.2,2.5,.898,0.8,2.8,3.6,2.3,0.6,0.0,1.9,2.1,10.5,,middlkh01
193,Derrick Jones Jr.,28,LAC,SF,45,40,27.2,3.9,7.7,.504,1.1,3.2,.352,2.8,4.6,.610,.576,1.5,1.9,.759,1.1,2.2,3.3,1.4,1.0,1.0,0.8,2.1,10.4,,jonesde02
194,Daeqwon Plowden,27,SAC,SG,28,4,25.8,3.6,8.5,.429,1.9,5.6,.329,1.8,2.9,.625,.538,1.2,1.4,.850,1.0,2.0,3.0,1.1,0.7,0.1,0.7,2.4,10.4,,plowdda01
195,Marvin Bagley III,26,2TM,PF,56,10,20.0,4.2,6.8,.616,0.3,0.8,.452,3.8,6.0,.637,.642,1.6,2.5,.652,2.5,3.6,6.1,1.4,0.5,0.7,1.1,2.1,10.3,,baglema01
195,Marvin Bagley III,26,WAS,PF,38,8,19.2,4.1,6.5,.626,0.2,0.5,.421,3.8,6.0,.643,.642,1.8,2.6,.711,2.6,3.1,5.7,1.5,0.5,0.7,1.2,2.1,10.1,,baglema01
195,Marvin Bagley III,26,DAL,PF,18,2,21.6,4.4,7.3,.598,0.6,1.3,.478,3.8,6.1,.624,.640,1.2,2.3,.512,2.4,4.7,7.1,1.4,0.3,0.7,0.8,2.2,10.6,,baglema01
196,Egor Dёmin,19,BRK,PG,52,45,25.2,3.4,8.6,.399,2.4,6.2,.385,1.1,2.4,.433,.537,1.0,1.3,.831,0.4,2.8,3.2,3.3,0.8,0.3,1.7,1.8,10.3,,demineg01
